station_number,wban_number,year,month,day,mean_temp,mean_dew_point,mean_sealevel_pressure,mean_station_pressure,mean_visibility,mean_wind_speed,max_sustained_wind_speed,max_gust_wind_speed,max_temperature,min_temperature,total_precipitation,snow_depth,fog,rain,snow,hail,thunder,tornado,date,prev_snow_depth,snow_depth_change,target
725300,94846,2000,1,26,14.100000381469727,4.199999809265137,1023.9000244140625,,9.699999809265137,12.100000381469727,15.899999618530273,20.0,7.0,,0.0,3.9000000953674316,0,0,0,0,0,0,2000-01-26,3.9000000953674316,0.0,1.0
725300,94846,2000,1,27,18.799999237060547,10.0,1033.0,,8.0,7.400000095367432,10.100000381469727,,7.0,,0.0,3.9000000953674316,1,1,1,1,1,1,2000-01-27,3.9000000953674316,0.0,0.0
725300,94846,2000,1,28,21.299999237060547,14.0,1037.699951171875,,9.899999618530273,4.099999904632568,7.0,,14.0,,0.029999999329447746,3.9000000953674316,0,0,0,0,0,0,2000-01-28,3.9000000953674316,0.0,0.0
725300,94846,2000,1,29,24.0,15.800000190734863,1034.199951171875,,9.399999618530273,8.5,17.100000381469727,19.0,10.899999618530273,,0.0,3.0999999046325684,0,0,0,0,0,0,2000-01-29,3.9000000953674316,-0.8000001907348633,1.0
725300,94846,2000,1,30,26.399999618530273,23.799999237060547,1020.0999755859375,,2.200000047683716,6.599999904632568,15.0,16.899999618530273,24.100000381469727,,0.05999999865889549,7.900000095367432,1,1,1,1,1,1,2000-01-30,3.0999999046325684,4.800000190734863,1.0
725300,94846,2000,1,31,22.399999618530273,16.200000762939453,1015.2999877929688,,7.800000190734863,10.100000381469727,15.899999618530273,23.899999618530273,14.199999809265137,,0.029999999329447746,7.099999904632568,1,1,1,1,1,1,2000-01-31,7.900000095367432,-0.8000001907348633,0.0
725300,94846,2000,2,1,24.899999618530273,17.299999237060547,1019.7999877929688,,8.699999809265137,9.600000381469727,13.0,18.100000381469727,14.0,,0.0,7.099999904632568,0,0,0,0,0,0,2000-02-01,7.099999904632568,0.0,1.0
725300,94846,2000,2,2,18.100000381469727,13.5,1026.0999755859375,,8.199999809265137,8.100000381469727,15.899999618530273,20.0,10.399999618530273,,0.0,5.900000095367432,1,1,1,1,1,1,2000-02-02,7.099999904632568,-1.1999998092651367,1.0
725300,94846,2000,2,3,31.600000381469727,26.100000381469727,1008.0,,8.300000190734863,11.5,17.100000381469727,22.0,10.899999618530273,,0.0,5.900000095367432,1,1,1,1,1,1,2000-02-03,5.900000095367432,0.0,1.0
725300,94846,2000,2,4,29.100000381469727,22.5,1015.5999755859375,,6.599999904632568,12.899999618530273,19.0,25.100000381469727,24.799999237060547,,0.029999999329447746,5.099999904632568,1,1,1,1,1,1,2000-02-04,5.900000095367432,-0.8000001907348633,0.0
725300,94846,2000,2,5,21.100000381469727,14.300000190734863,1025.5999755859375,,9.699999809265137,9.699999809265137,15.899999618530273,22.899999618530273,15.100000381469727,,0.0,5.099999904632568,0,0,0,0,0,0,2000-02-05,5.099999904632568,0.0,1.0
725300,94846,2000,2,6,23.899999618530273,19.299999237060547,1026.5999755859375,,8.0,5.699999809265137,11.100000381469727,,12.899999618530273,,0.0,5.099999904632568,1,1,1,1,1,1,2000-02-06,5.099999904632568,0.0,1.0
725300,94846,2000,2,7,29.799999237060547,25.200000762939453,1023.2999877929688,,6.099999904632568,7.0,12.0,18.100000381469727,12.899999618530273,,0.0,5.099999904632568,1,1,1,1,1,1,2000-02-07,5.099999904632568,0.0,0.0
725300,94846,2000,2,8,24.299999237060547,18.799999237060547,1029.5999755859375,,9.199999809265137,6.300000190734863,15.0,20.0,10.0,,0.0,5.099999904632568,0,0,0,0,0,0,2000-02-08,5.099999904632568,0.0,1.0
725300,94846,2000,2,9,36.900001525878906,29.0,1015.7999877929688,,7.0,10.300000190734863,15.0,22.0,28.899999618530273,,0.0,3.0999999046325684,1,1,1,1,1,1,2000-02-09,5.099999904632568,-2.0,1.0
725300,94846,2000,2,10,36.400001525878906,32.900001525878906,1009.2000122070312,,4.0,8.0,13.0,20.0,33.099998474121094,,0.0,2.0,1,1,1,1,1,1,2000-02-10,3.0999999046325684,-1.0999999046325684,1.0
725300,94846,2000,2,11,27.899999618530273,19.399999618530273,1017.5,,9.0,11.100000381469727,15.899999618530273,20.0,23.0,,0.0,,1,1,1,1,1,1,2000-02-11,2.0,,0.0
725300,94846,2000,2,12,23.600000381469727,11.399999618530273,1023.7999877929688,,9.899999618530273,5.400000095367432,8.899999618530273,,15.100000381469727,,0.0,,0,0,0,0,0,0,2000-02-12,,,1.0
725300,94846,2000,2,13,30.700000762939453,24.5,1012.9000244140625,,6.699999809265137,8.399999618530273,18.100000381469727,22.0,30.0,,0.0,,1,1,1,1,1,1,2000-02-13,,,1.0
725300,94846,2000,2,14,29.600000381469727,24.700000762939453,1012.2000122070312,,7.400000095367432,10.399999618530273,18.100000381469727,19.0,26.100000381469727,,0.05999999865889549,,1,1,1,1,1,1,2000-02-14,,,1.0
725300,94846,2000,2,15,29.0,24.299999237060547,1017.4000244140625,,8.5,8.199999809265137,19.0,22.899999618530273,19.0,,0.0,,1,1,1,1,1,1,2000-02-15,,,0.0
725300,94846,2000,2,16,34.099998474121094,23.700000762939453,1019.0,,9.5,11.600000381469727,18.100000381469727,22.899999618530273,19.200000762939453,,0.0,,0,0,0,0,0,0,2000-02-16,,,0.0
725300,94846,2000,2,17,27.399999618530273,16.799999237060547,1031.0999755859375,,9.699999809265137,6.199999809265137,11.100000381469727,18.100000381469727,18.0,,0.0,,0,0,0,0,0,0,2000-02-17,,,1.0
725300,94846,2000,2,18,30.299999237060547,25.700000762939453,1019.4000244140625,,4.0,14.0,19.0,27.0,18.0,,0.0,3.0999999046325684,1,1,1,1,1,1,2000-02-18,,,1.0
725300,94846,2000,2,19,29.299999237060547,23.899999618530273,1023.0,,7.699999809265137,9.899999618530273,15.0,20.0,26.100000381469727,,0.1899999976158142,9.100000381469727,1,1,1,1,1,1,2000-02-19,3.0999999046325684,6.000000476837158,0.0
725300,94846,2000,2,20,27.200000762939453,20.399999618530273,1026.5999755859375,,8.800000190734863,9.199999809265137,14.0,21.0,23.0,,0.0,5.900000095367432,0,0,0,0,0,0,2000-02-20,9.100000381469727,-3.200000286102295,1.0
725300,94846,2000,2,21,32.599998474121094,24.0,1026.5999755859375,,9.0,7.199999809265137,13.0,20.0,21.899999618530273,,0.0,3.0999999046325684,1,1,1,1,1,1,2000-02-21,5.900000095367432,-2.8000001907348633,0.0
725300,94846,2000,2,22,46.79999923706055,37.20000076293945,1019.2999877929688,,10.0,9.100000381469727,14.0,19.0,39.0,,0.0,3.0999999046325684,0,0,0,0,0,0,2000-02-22,3.0999999046325684,0.0,0.0
725300,94846,2000,2,23,56.20000076293945,40.900001525878906,1018.0999755859375,,9.899999618530273,9.899999618530273,17.100000381469727,22.899999618530273,51.099998474121094,,0.0,,0,0,0,0,0,0,2000-02-23,3.0999999046325684,,1.0
725300,94846,2000,2,24,54.900001525878906,48.599998474121094,1013.0999755859375,,7.599999904632568,12.5,18.100000381469727,23.899999618530273,51.79999923706055,,0.3499999940395355,,1,1,1,1,1,1,2000-02-24,,,1.0
725300,94846,2000,2,25,52.20000076293945,48.79999923706055,1015.5999755859375,,4.699999809265137,8.0,15.899999618530273,34.0,41.0,,0.4000000059604645,,1,1,1,1,1,1,2000-02-25,,,0.0
725300,94846,2000,2,26,61.599998474121094,52.5,1009.5,,10.0,14.600000381469727,24.100000381469727,30.899999618530273,57.0,,0.009999999776482582,,0,0,0,0,0,0,2000-02-26,,,0.0
725300,94846,2000,2,27,47.599998474121094,36.79999923706055,1012.5,,9.899999618530273,13.100000381469727,18.100000381469727,26.0,41.0,,0.05000000074505806,,0,0,0,0,0,0,2000-02-27,,,0.0
725300,94846,2000,2,28,42.70000076293945,25.600000381469727,1024.0999755859375,,9.899999618530273,6.300000190734863,10.100000381469727,,32.0,,0.0,,0,0,0,0,0,0,2000-02-28,,,0.0
725300,94846,2000,2,29,50.70000076293945,32.0,1017.5,,9.899999618530273,11.600000381469727,18.100000381469727,22.899999618530273,30.200000762939453,,0.0,,0,0,0,0,0,0,2000-02-29,,,1.0
725300,94846,2000,3,1,50.5,36.70000076293945,1008.7999877929688,,9.600000381469727,14.0,21.0,25.100000381469727,42.099998474121094,,0.05000000074505806,,1,1,1,1,1,1,2000-03-01,,,0.0
725300,94846,2000,3,2,36.099998474121094,23.399999618530273,1023.2000122070312,,9.899999618530273,9.199999809265137,13.0,18.100000381469727,30.0,,0.0,,0,0,0,0,0,0,2000-03-02,,,0.0
725300,94846,2000,3,3,34.5,25.299999237060547,1021.7000122070312,,9.5,3.9000000953674316,8.0,16.899999618530273,21.899999618530273,,0.0,,0,0,0,0,0,0,2000-03-03,,,0.0
725300,94846,2000,3,4,41.599998474121094,26.5,1014.2000122070312,,9.899999618530273,7.300000190734863,14.0,19.0,21.899999618530273,,0.0,,0,0,0,0,0,0,2000-03-04,,,0.0
725300,94846,2000,3,5,53.0,36.099998474121094,1013.2000122070312,,9.899999618530273,5.099999904632568,10.100000381469727,15.899999618530273,29.100000381469727,,0.0,,0,0,0,0,0,0,2000-03-05,,,1.0
725300,94846,2000,3,6,50.5,33.5,1018.2000122070312,,8.899999618530273,4.400000095367432,13.0,16.899999618530273,32.0,,0.0,,1,1,1,1,1,1,2000-03-06,,,0.0
725300,94846,2000,3,7,63.599998474121094,43.5,1016.2000122070312,,9.899999618530273,10.800000190734863,15.899999618530273,21.0,53.599998474121094,,0.0,,0,0,0,0,0,0,2000-03-07,,,0.0
725300,94846,2000,3,8,66.30000305175781,51.70000076293945,1010.0999755859375,,9.899999618530273,9.199999809265137,15.899999618530273,23.899999618530273,54.0,,0.009999999776482582,,0,0,0,0,0,0,2000-03-08,,,1.0
725300,94846,2000,3,9,53.0,40.599998474121094,1003.7999877929688,,9.199999809265137,14.5,21.0,30.899999618530273,33.099998474121094,,0.009999999776482582,,1,1,1,1,1,1,2000-03-09,,,1.0
725300,94846,2000,3,10,29.700000762939453,22.100000381469727,1022.0,,8.800000190734863,9.0,12.0,18.100000381469727,26.100000381469727,,0.0,,1,1,1,1,1,1,2000-03-10,,,0.0
725300,94846,2000,3,11,30.899999618530273,19.5,1021.7999877929688,,9.899999618530273,10.699999809265137,15.899999618530273,23.899999618530273,26.100000381469727,,0.029999999329447746,,0,0,0,0,0,0,2000-03-11,,,0.0
725300,94846,2000,3,12,32.900001525878906,18.200000762939453,1021.7000122070312,,9.899999618530273,6.0,11.100000381469727,15.0,19.899999618530273,,0.0,,0,0,0,0,0,0,2000-03-12,,,1.0
725300,94846,2000,3,13,39.5,29.399999618530273,1021.2000122070312,,8.699999809265137,6.0,13.0,19.0,36.0,,0.0,,1,1,1,1,1,1,2000-03-13,,,1.0
725300,94846,2000,3,14,42.400001525878906,31.899999618530273,1019.7999877929688,,6.800000190734863,8.199999809265137,14.0,22.899999618530273,32.0,,0.029999999329447746,,1,1,1,1,1,1,2000-03-14,,,1.0
725300,94846,2000,3,15,49.79999923706055,41.400001525878906,1013.7000122070312,,8.0,8.0,15.899999618530273,21.0,32.0,,0.12999999523162842,,1,1,1,1,1,1,2000-03-15,,,1.0
725300,94846,2000,3,16,36.29999923706055,27.5,1021.5,,8.899999618530273,15.100000381469727,24.100000381469727,28.0,30.0,,0.30000001192092896,,1,1,1,1,1,1,2000-03-16,,,0.0
725300,94846,2000,3,17,31.100000381469727,18.700000762939453,1029.0,,9.800000190734863,9.5,14.0,19.0,27.0,,0.0,,0,0,0,0,0,0,2000-03-17,,,0.0
725300,94846,2000,3,18,32.400001525878906,19.399999618530273,1028.0999755859375,,9.899999618530273,9.199999809265137,14.0,15.0,25.0,,0.0,,0,0,0,0,0,0,2000-03-18,,,1.0
725300,94846,2000,3,19,37.70000076293945,29.299999237060547,1016.7999877929688,,7.800000190734863,9.699999809265137,15.0,21.0,26.200000762939453,,0.03999999910593033,,1,1,1,1,1,1,2000-03-19,,,1.0
725300,94846,2000,3,20,45.900001525878906,44.400001525878906,1011.2000122070312,,3.299999952316284,8.199999809265137,12.0,18.100000381469727,36.0,,0.4000000059604645,,1,1,1,1,1,1,2000-03-20,,,1.0
725300,94846,2000,3,21,47.29999923706055,45.79999923706055,1022.2999877929688,,3.299999952316284,4.800000190734863,8.899999618530273,,43.0,,0.029999999329447746,,1,1,1,1,1,1,2000-03-21,,,1.0
725300,94846,2000,3,22,49.599998474121094,44.099998474121094,1029.199951171875,,6.199999809265137,2.200000047683716,8.0,,42.099998474121094,,0.0,,1,1,1,1,1,1,2000-03-22,,,1.0
725300,94846,2000,3,23,51.599998474121094,43.79999923706055,1027.5,,6.800000190734863,4.199999809265137,11.100000381469727,18.100000381469727,37.400001525878906,,0.0,,1,1,1,1,1,1,2000-03-23,,,1.0
725300,94846,2000,3,24,55.599998474121094,46.900001525878906,1016.0,,7.099999904632568,9.600000381469727,15.0,26.0,37.900001525878906,,0.09000000357627869,,1,1,1,1,1,1,2000-03-24,,,0.0
725300,94846,2000,3,25,57.400001525878906,39.900001525878906,1012.4000244140625,,10.0,12.699999809265137,22.0,34.0,46.0,,0.0,,0,0,0,0,0,0,2000-03-25,,,0.0
725300,94846,2000,3,26,51.20000076293945,27.299999237060547,1012.2000122070312,,9.899999618530273,9.0,20.0,22.0,36.0,,0.0,,0,0,0,0,0,0,2000-03-26,,,0.0
725300,94846,2000,3,27,50.20000076293945,32.70000076293945,997.2000122070312,,10.0,13.899999618530273,21.0,29.899999618530273,36.0,,0.12999999523162842,,0,0,0,0,0,0,2000-03-27,,,0.0
725300,94846,2000,3,28,38.900001525878906,31.0,997.5,,9.5,11.399999618530273,17.100000381469727,22.0,33.099998474121094,,0.03999999910593033,,0,0,0,0,0,0,2000-03-28,,,0.0
725300,94846,2000,3,29,39.400001525878906,30.600000381469727,1012.0999755859375,,9.899999618530273,6.800000190734863,12.0,16.899999618530273,28.899999618530273,,0.03999999910593033,,0,0,0,0,0,0,2000-03-29,,,1.0
725300,94846,2000,3,30,38.900001525878906,30.600000381469727,1018.0,,9.199999809265137,4.0,10.100000381469727,18.100000381469727,28.0,,0.0,,1,1,1,1,1,1,2000-03-30,,,0.0
725300,94846,2000,3,31,44.20000076293945,28.5,1022.4000244140625,,9.699999809265137,3.5999999046325684,8.0,,26.100000381469727,,0.0,,0,0,0,0,0,0,2000-03-31,,,0.0
725300,94846,2000,4,1,51.599998474121094,30.799999237060547,1019.2000122070312,,9.899999618530273,5.5,10.100000381469727,,45.0,,0.0,,0,0,0,0,0,0,2000-04-01,,,1.0
725300,94846,2000,4,2,50.0,41.0,1013.0,,8.0,4.300000190734863,8.899999618530273,,44.099998474121094,,0.029999999329447746,,1,1,1,1,1,1,2000-04-02,,,1.0
725300,94846,2000,4,3,50.900001525878906,38.099998474121094,1007.2999877929688,,6.800000190734863,8.0,15.899999618530273,21.0,43.0,,0.0,,1,1,1,1,1,1,2000-04-03,,,1.0
725300,94846,2000,4,4,40.70000076293945,23.299999237060547,1009.7999877929688,,9.300000190734863,14.399999618530273,19.0,28.899999618530273,33.099998474121094,,0.0,,1,1,1,1,1,1,2000-04-04,,,0.0
725300,94846,2000,4,5,42.599998474121094,19.399999618530273,1010.4000244140625,,9.899999618530273,8.600000381469727,21.0,28.899999618530273,25.0,,0.029999999329447746,,0,0,0,0,0,0,2000-04-05,,,0.0
725300,94846,2000,4,6,55.900001525878906,29.0,1002.5999755859375,,9.899999618530273,15.0,22.899999618530273,33.0,46.0,,0.0,,0,0,0,0,0,0,2000-04-06,,,1.0
725300,94846,2000,4,7,45.0,30.600000381469727,1009.0999755859375,,8.800000190734863,9.899999618530273,21.0,32.099998474121094,35.099998474121094,,0.0,,1,1,1,1,1,1,2000-04-07,,,1.0
725300,94846,2000,4,8,32.400001525878906,25.5,1017.5999755859375,,6.599999904632568,15.899999618530273,26.0,35.0,26.600000381469727,,0.0,1.2000000476837158,1,1,1,1,1,1,2000-04-08,,,0.0
725300,94846,2000,4,9,42.400001525878906,24.899999618530273,1017.9000244140625,,9.899999618530273,10.300000190734863,19.0,22.899999618530273,27.100000381469727,,0.0,,0,0,0,0,0,0,2000-04-09,1.2000000476837158,,1.0
725300,94846,2000,4,10,37.79999923706055,27.299999237060547,1022.7999877929688,,9.300000190734863,7.800000190734863,13.0,20.0,32.0,,0.0,,1,1,1,1,1,1,2000-04-10,,,1.0
725300,94846,2000,4,11,36.0,33.20000076293945,1023.2999877929688,,8.300000190734863,8.699999809265137,13.0,18.100000381469727,33.099998474121094,,0.029999999329447746,,1,1,1,1,1,1,2000-04-11,,,1.0
725300,94846,2000,4,12,37.400001525878906,27.299999237060547,1030.699951171875,,8.199999809265137,6.800000190734863,14.0,20.0,28.899999618530273,,0.0,,1,1,1,1,1,1,2000-04-12,,,0.0
725300,94846,2000,4,13,45.599998474121094,26.0,1026.9000244140625,,9.899999618530273,9.300000190734863,15.0,19.0,29.100000381469727,,0.0,,0,0,0,0,0,0,2000-04-13,,,0.0
725300,94846,2000,4,14,57.400001525878906,36.79999923706055,1017.0999755859375,,9.899999618530273,9.300000190734863,17.100000381469727,22.0,34.0,,0.0,,0,0,0,0,0,0,2000-04-14,,,1.0
725300,94846,2000,4,15,60.0,50.5,1013.0999755859375,,8.0,10.800000190734863,17.100000381469727,21.0,39.900001525878906,,0.0,,1,1,1,1,1,1,2000-04-15,,,1.0
725300,94846,2000,4,16,43.20000076293945,39.5,1016.7000122070312,,8.300000190734863,10.5,18.100000381469727,22.0,39.20000076293945,,0.009999999776482582,,1,1,1,1,1,1,2000-04-16,,,1.0
725300,94846,2000,4,17,41.5,40.20000076293945,1014.5999755859375,,4.099999904632568,12.600000381469727,17.100000381469727,22.899999618530273,39.0,,,,1,1,1,1,1,1,2000-04-17,,,1.0
725300,94846,2000,4,18,44.70000076293945,40.29999923706055,1017.7999877929688,,5.699999809265137,4.900000095367432,8.0,,39.0,,0.0,,1,1,1,1,1,1,2000-04-18,,,1.0
725300,94846,2000,4,19,50.29999923706055,47.400001525878906,1014.7999877929688,,4.099999904632568,8.199999809265137,21.0,26.0,46.400001525878906,,0.6100000143051147,,1,1,1,1,1,1,2000-04-19,,,1.0
725300,94846,2000,4,20,54.0,51.599998474121094,1002.4000244140625,,4.599999904632568,10.199999809265137,18.100000381469727,28.0,50.0,,0.9100000262260437,,1,1,1,1,1,1,2000-04-20,,,1.0
725300,94846,2000,4,21,44.599998474121094,38.099998474121094,1005.7999877929688,,8.399999618530273,14.800000190734863,22.899999618530273,35.900001525878906,37.900001525878906,,,,1,1,1,1,1,1,2000-04-21,,,0.0
725300,94846,2000,4,22,48.400001525878906,32.5,1012.7999877929688,,9.899999618530273,4.0,8.899999618530273,,33.099998474121094,,0.0,,0,0,0,0,0,0,2000-04-22,,,0.0
725300,94846,2000,4,23,48.400001525878906,37.0,1011.9000244140625,,9.899999618530273,6.800000190734863,12.0,20.0,31.100000381469727,,,,0,0,0,0,0,0,2000-04-23,,,0.0
725300,94846,2000,4,24,50.5,37.20000076293945,1015.0999755859375,,9.899999618530273,9.600000381469727,22.0,30.899999618530273,43.0,,,,0,0,0,0,0,0,2000-04-24,,,0.0
725300,94846,2000,4,25,49.5,24.799999237060547,1018.9000244140625,,9.899999618530273,9.800000190734863,17.100000381469727,22.899999618530273,37.0,,0.0,,0,0,0,0,0,0,2000-04-25,,,0.0
725300,94846,2000,4,26,51.29999923706055,23.0,1020.0,,9.899999618530273,5.199999809265137,11.100000381469727,,37.0,,0.0,,0,0,0,0,0,0,2000-04-26,,,0.0
725300,94846,2000,4,27,55.20000076293945,25.700000762939453,1014.0999755859375,,9.899999618530273,4.800000190734863,10.100000381469727,16.899999618530273,37.900001525878906,,0.0,,0,0,0,0,0,0,2000-04-27,,,0.0
725300,94846,2000,4,28,56.20000076293945,29.5,1013.0999755859375,,9.899999618530273,3.5999999046325684,11.100000381469727,16.899999618530273,37.0,,0.0,,0,0,0,0,0,0,2000-04-28,,,0.0
725300,94846,2000,4,29,49.5,37.900001525878906,1018.7999877929688,,9.800000190734863,11.0,15.0,23.899999618530273,37.0,,,,0,0,0,0,0,0,2000-04-29,,,0.0
725300,94846,2000,4,30,52.599998474121094,38.70000076293945,1023.0999755859375,,9.899999618530273,4.300000190734863,10.100000381469727,15.0,37.0,,0.0,,0,0,0,0,0,0,2000-04-30,,,1.0
725300,94846,2000,5,1,58.5,48.099998474121094,1013.4000244140625,,8.5,5.400000095367432,10.100000381469727,,45.0,,0.07000000029802322,,1,1,1,1,1,1,2000-05-01,,,0.0
725300,94846,2000,5,2,56.5,43.5,1018.0,,9.899999618530273,5.900000095367432,12.0,16.899999618530273,43.0,,0.0,,0,0,0,0,0,0,2000-05-02,,,0.0
725300,94846,2000,5,3,62.20000076293945,45.099998474121094,1019.5,,9.800000190734863,8.0,14.0,16.899999618530273,48.0,,0.0,,0,0,0,0,0,0,2000-05-03,,,1.0
725300,94846,2000,5,4,70.4000015258789,57.70000076293945,1016.0,,9.600000381469727,10.0,15.899999618530273,21.0,48.0,,0.0,,1,1,1,1,1,1,2000-05-04,,,0.0
725300,94846,2000,5,5,73.30000305175781,57.900001525878906,1017.0,,9.699999809265137,7.199999809265137,13.0,18.100000381469727,63.0,,0.0,,0,0,0,0,0,0,2000-05-05,,,0.0
725300,94846,2000,5,6,74.69999694824219,60.900001525878906,1015.2999877929688,,9.899999618530273,10.300000190734863,15.899999618530273,25.100000381469727,62.099998474121094,,0.0,,0,0,0,0,0,0,2000-05-06,,,0.0
725300,94846,2000,5,7,72.30000305175781,63.599998474121094,1011.0999755859375,,9.699999809265137,8.300000190734863,14.0,21.0,62.099998474121094,,0.0,,0,0,0,0,0,0,2000-05-07,,,1.0
725300,94846,2000,5,8,74.80000305175781,67.0,1004.5,,8.0,9.899999618530273,17.100000381469727,26.0,64.0,,0.029999999329447746,,1,1,1,1,1,1,2000-05-08,,,1.0
